SampleID,notes,sampling date,sampling time,movement,Station_start,Station_end,sample type,medium,Station,ecosystem,depth,filtration,pore size,replicate,time,bottle,filter type,time point,Season,Latitude,Longitude,depth_class,depth_category,Sampling_month,depth_m,eligible_for_ctd,ctd_ctd_depth_m,depth_diff,ctd_sal,ctd_temp,ctd_fluor,ctd_oxygen2,ctd_oxygen,ctd_pres,ctd_theta,ctd_ctd_file
20250723-M1-150m-3,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,150,active,0.22,3,NA,NA,Sterivex,3,Summer,36.74166667,-122.0268333,150,deep,Jul.25,150,TRUE,150,0,34.07131411,9.440372177,0.010866919,1.799232661,78.29154839,151.1693548,9.423699968,SynchroOSW - Summer2025 - CTD - M1.cnv
20250723-M1-300m-1,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,1,NA,NA,Sterivex,3,Summer,36.74166667,-122.0268333,300,deep,Jul.25,300,TRUE,295,5,34.18318112,8.260875513,0.011002133,1.064359188,46.30183949,297.2704058,8.23037705,SynchroOSW - Summer2025 - CTD - M1.cnv
20250723-M1-300m-2,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,2,NA,NA,Sterivex,3,Summer,36.74166667,-122.0268333,300,deep,Jul.25,300,TRUE,295,5,34.18318112,8.260875513,0.011002133,1.064359188,46.30183949,297.2704058,8.23037705,SynchroOSW - Summer2025 - CTD - M1.cnv
20250723-M1-300m-3,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,3,NA,NA,Sterivex,3,Summer,36.74166667,-122.0268333,300,deep,Jul.25,300,TRUE,295,5,34.18318112,8.260875513,0.011002133,1.064359188,46.30183949,297.2704058,8.23037705,SynchroOSW - Summer2025 - CTD - M1.cnv
20250723-M1-air-st-A,deployed for 20 mins,07.23.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,1,NA,NA,disk,3,Summer,36.74166667,-122.0268333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-M1-air-st-B,deployed for 20 mins,07.23.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,2,NA,NA,disk,3,Summer,36.74166667,-122.0268333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-M1-air-st-C,deployed for 20 mins,07.23.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,3,NA,NA,disk,3,Summer,36.74166667,-122.0268333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-M1-torp-A,NA,07.23.2025,NA,transition,NA,NA,eDNA,water,M1,marine,0,passive,20,1,NA,NA,disk,3,Summer,36.74166667,-122.0268333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-M1-torp-B,NA,07.23.2025,NA,transition,NA,NA,eDNA,water,M1,marine,0,passive,20,2,NA,NA,disk,3,Summer,36.74166667,-122.0268333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-ML-M1-air-A,mainland to M1,07.23.2025,NA,transition,ML,M1,eDNA,air,M1,marine,0,passive,0.22,1,NA,NA,disk,3,Summer,36.74166667,-122.0268333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-ML-M1-air-B,mainland to M1,07.23.2025,NA,transition,ML,M1,eDNA,air,M1,marine,0,passive,0.22,2,NA,NA,disk,3,Summer,36.74166667,-122.0268333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-ML-M1-air-C,mainland to M1,07.23.2025,NA,transition,ML,M1,eDNA,air,M1,marine,0,passive,0.22,3,NA,NA,disk,3,Summer,36.74166667,-122.0268333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-010m-1,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,10,active,0.22,1,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,10,shallow,Jul.25,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-010m-2,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,150,active,0.22,2,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,150,deep,Jul.25,150,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-010m-3,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,150,active,0.22,3,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,150,deep,Jul.25,150,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-010m-4,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,150,active,0.22,4,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,150,deep,Jul.25,150,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-010m-5,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,300,active,0.22,5,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,300,deep,Jul.25,300,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-010m-6,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,300,active,0.22,6,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,300,deep,Jul.25,300,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-150m-1,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,10,active,0.22,1,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,10,shallow,Jul.25,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-150m-2,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,10,active,0.22,2,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,10,shallow,Jul.25,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-150m-3,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,10,active,0.22,3,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,10,shallow,Jul.25,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-300m-1,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,10,active,0.22,1,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,10,shallow,Jul.25,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-300m-2,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,10,active,0.22,3,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,10,shallow,Jul.25,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-300m-2-b,duplicate,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,10,active,0.22,4,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,10,shallow,Jul.25,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-300m-3,NA,07.23.2025,NA,stationary,NA,NA,eDNA,water,OSWS,marine,10,active,0.22,2,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,10,shallow,Jul.25,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-air-1,transition,07.23.2025,NA,transition,M1,OSWS,eDNA,air,OSWS,marine,300,active,0.22,1,NA,NA,Sterivex,3,Summer,36.6775,-122.53517,300,deep,Jul.25,300,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-air-2,transition,07.23.2025,NA,transition,M1,OSWS,eDNA,air,OSWS,marine,0,passive,0.22,2,NA,NA,disk,3,Summer,36.6775,-122.53517,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-air-3,transition,07.23.2025,NA,transition,M1,OSWS,eDNA,air,OSWS,marine,0,passive,0.22,3,NA,NA,disk,3,Summer,36.6775,-122.53517,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-air-st-1,NA,07.23.2025,NA,stationary,OSWS,OSWS,eDNA,air,OSWS,marine,0,passive,0.22,1,NA,NA,disk,3,Summer,36.6775,-122.53517,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-air-st-2,NA,07.23.2025,NA,stationary,OSWS,OSWS,eDNA,air,OSWS,marine,0,passive,0.22,2,NA,NA,disk,3,Summer,36.6775,-122.53517,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-air-st-3,NA,07.23.2025,NA,stationary,OSWS,OSWS,eDNA,air,OSWS,marine,0,passive,0.22,3,NA,NA,disk,3,Summer,36.6775,-122.53517,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-torp-1,O-Ring not sealed,07.23.2025,NA,transition,NA,NA,eDNA,water,OSWS,marine,0,passive,20,1,NA,NA,disk,3,Summer,36.6775,-122.53517,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250723-OSWS-torp-2,NA,07.23.2025,NA,transition,NA,NA,eDNA,water,OSWS,marine,0,passive,20,2,NA,NA,disk,3,Summer,36.6775,-122.53517,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-C1-010m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,1,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-010m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,2,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-010m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,3,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-010m-4,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,4,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-010m-5,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,5,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-010m-6,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,6,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-010m-7,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,7,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-010m-8,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,8,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-010m-9,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,9,NA,NA,Sterivex,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,TRUE,10,0,33.6744613,12.79782048,0.173837553,5.504671847,239.7473123,10.0716448,12.79647737,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-150m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,1,NA,NA,Sterivex,3,Summer,36.8045,-121.858,150,deep,Jul.25,150,TRUE,150,0,34.04120655,9.637498628,0.01467096,2.060451067,89.66591159,151.1615854,9.620613577,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-150m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,2,NA,NA,Sterivex,3,Summer,36.8045,-121.858,150,deep,Jul.25,150,TRUE,150,0,34.04120655,9.637498628,0.01467096,2.060451067,89.66591159,151.1615854,9.620613577,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-150m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,3,NA,NA,Sterivex,3,Summer,36.8045,-121.858,150,deep,Jul.25,150,TRUE,150,0,34.04120655,9.637498628,0.01467096,2.060451067,89.66591159,151.1615854,9.620613577,SynchroOSW - Summer2025 - CTD - C1.cnv
20250724-C1-air-st-1,NA,07.24.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,1,NA,NA,disk,3,Summer,36.8045,-121.858,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-C1-air-st-2,NA,07.24.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,2,NA,NA,disk,3,Summer,36.8045,-121.858,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-C1-air-st-3,NA,07.24.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,3,NA,NA,disk,3,Summer,36.8045,-121.858,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-C1-M2-air-1,NA,07.24.2025,NA,transition,C1,M2,eDNA,air,C1,marine,10,passive,0.22,1,NA,NA,disk,3,Summer,36.8045,-121.858,10,shallow,Jul.25,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-C1-M2-air-2,NA,07.24.2025,NA,transition,C1,M2,eDNA,air,C1,marine,0,passive,0.22,2,NA,NA,disk,3,Summer,36.8045,-121.858,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-C1-M2-air-3,NA,07.24.2025,NA,transition,C1,M2,eDNA,air,C1,marine,0,passive,0.22,3,NA,NA,disk,3,Summer,36.8045,-121.858,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-M1-C-torp-A,torp,10.28.2025,NA,transition,M1,C1,eDNA,water,C1,marine,0,passive,0.22,1,3,NA,disk,4,Autumn,36.8,-121.8562,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-M1-C-torp-B,torp,10.28.2025,NA,transition,M1,C1,eDNA,water,C1,marine,0,passive,0.22,2,3,NA,disk,4,Autumn,36.8,-121.8562,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-M2-003m-1,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,1,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,DeepChla,shallow,Jul.25,3,TRUE,6,3,33.68861798,13.21501093,0.480538615,5.682728212,247.5177053,6.044332494,13.2141869,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-003m-2,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,2,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,DeepChla,shallow,Jul.25,3,TRUE,6,3,33.68861798,13.21501093,0.480538615,5.682728212,247.5177053,6.044332494,13.2141869,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-003m-3,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,3,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,DeepChla,shallow,Jul.25,3,TRUE,6,3,33.68861798,13.21501093,0.480538615,5.682728212,247.5177053,6.044332494,13.2141869,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-010m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,1,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,10,shallow,Jul.25,10,TRUE,10,0,33.68439627,13.08262987,0.438505254,5.533827708,241.0298257,10.07455919,13.08126573,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-010m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,2,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,10,shallow,Jul.25,10,TRUE,10,0,33.68439627,13.08262987,0.438505254,5.533827708,241.0298257,10.07455919,13.08126573,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-010m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,3,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,10,shallow,Jul.25,10,TRUE,10,0,33.68439627,13.08262987,0.438505254,5.533827708,241.0298257,10.07455919,13.08126573,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-150m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,1,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,150,deep,Jul.25,150,TRUE,150,0,34.06683379,9.720881745,0.007953102,1.862811447,81.06293747,151.168936,9.703897028,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-150m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,2,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,150,deep,Jul.25,150,TRUE,150,0,34.06683379,9.720881745,0.007953102,1.862811447,81.06293747,151.168936,9.703897028,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-150m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,3,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,150,deep,Jul.25,150,TRUE,150,0,34.06683379,9.720881745,0.007953102,1.862811447,81.06293747,151.168936,9.703897028,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-300m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,1,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,300,deep,Jul.25,300,TRUE,297,3,34.21593431,8.650096885,0.00802908,1.189159698,51.73369703,299.3336479,8.618499038,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-300m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,2,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,300,deep,Jul.25,300,TRUE,297,3,34.21593431,8.650096885,0.00802908,1.189159698,51.73369703,299.3336479,8.618499038,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-300m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,3,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,300,deep,Jul.25,300,TRUE,297,3,34.21593431,8.650096885,0.00802908,1.189159698,51.73369703,299.3336479,8.618499038,SynchroOSW - Summer2025 - CTD - M2.cnv
20250724-M2-air-st-1,NA,07.24.2025,NA,stationary,M2,M2,eDNA,air,M2,marine,0,active,0.22,1,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-M2-air-st-2,NA,07.24.2025,NA,stationary,M2,NA,eDNA,air,M2,marine,0,active,0.22,2,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-M2-air-st-3,NA,07.24.2025,NA,stationary,M2,M2,eDNA,air,M2,marine,0,active,0.22,3,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-M2-torp-A,NA,07.24.2025,NA,transition,NA,NA,eDNA,water,M2,marine,0,passive,20,1,3,NA,disk,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-M2-torp-B,NA,07.24.2025,NA,transition,NA,NA,eDNA,water,M2,marine,0,passive,20,2,3,NA,disk,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-MARS-010m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,1,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,10,shallow,Jul.25,10,TRUE,10,0,33.68832623,14.48379408,0.591756734,6.730529772,293.2324511,10.06177215,14.48233203,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-010m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,2,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,10,shallow,Jul.25,10,TRUE,10,0,33.68832623,14.48379408,0.591756734,6.730529772,293.2324511,10.06177215,14.48233203,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-010m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,3,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,10,shallow,Jul.25,10,TRUE,10,0,33.68832623,14.48379408,0.591756734,6.730529772,293.2324511,10.06177215,14.48233203,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-014m-1,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,14,active,0.22,1,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,DeepChla,shallow,Jul.25,14,TRUE,14,0,33.70406481,13.99409954,0.681132861,6.401017897,278.8476633,14.09807887,13.99209891,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-014m-2,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,14,active,0.22,2,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,DeepChla,shallow,Jul.25,14,TRUE,14,0,33.70406481,13.99409954,0.681132861,6.401017897,278.8476633,14.09807887,13.99209891,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-014m-3,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,14,active,0.22,3,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,DeepChla,shallow,Jul.25,14,TRUE,14,0,33.70406481,13.99409954,0.681132861,6.401017897,278.8476633,14.09807887,13.99209891,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-150m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,1,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,150,deep,Jul.25,150,TRUE,150,0,34.08129939,9.60422697,0.007903462,1.800274747,78.33818586,151.1656566,9.587369656,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-150m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,2,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,150,deep,Jul.25,150,TRUE,150,0,34.08129939,9.60422697,0.007903462,1.800274747,78.33818586,151.1656566,9.587369656,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-150m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,3,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,150,deep,Jul.25,150,TRUE,150,0,34.08129939,9.60422697,0.007903462,1.800274747,78.33818586,151.1656566,9.587369656,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-300m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,1,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,300,deep,Jul.25,300,TRUE,295,5,34.20822118,8.777791982,0.007696576,1.217687897,52.97708472,297.4039334,8.74612271,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-300m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,2,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,300,deep,Jul.25,300,TRUE,295,5,34.20822118,8.777791982,0.007696576,1.217687897,52.97708472,297.4039334,8.74612271,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-300m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,3,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,300,deep,Jul.25,300,TRUE,295,5,34.20822118,8.777791982,0.007696576,1.217687897,52.97708472,297.4039334,8.74612271,SynchroOSW - Summer2025 - CTD - MARS.cnv
20250724-MARS-air-st-1,NA,07.24.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,NA,0.22,1,NA,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-MARS-air-st-2,NA,07.24.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,NA,0.22,2,NA,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-MARS-air-st-3,NA,07.24.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,NA,0.22,3,NA,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-MARS-torp-A,NA,07.24.2025,NA,transition,NA,NA,eDNA,water,MARS,marine,0,passive,20,1,3,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20250724-MARS-torp-B,NA,07.24.2025,NA,transition,NA,NA,eDNA,water,MARS,marine,0,passive,20,1,3,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
