"","SampleID","notes","sampling date","sampling time","movement","Station_start","Station_end","sample type","medium","Station","ecosystem","depth.x","filtration","pore size","replicate","time","bottle","filter type","time point","Season","Latitude.x","Longitude.x","depth_chr","depth_num","Sampling_month","depth.y","pressure","temperature","temperature2","conductivity","conductivity2","salinity","salinity2","beamAttenuation","fluorescence","oxygen","oxygen2","oxygen3","flag","File","Latitude.y","Longitude.y","system_upload_time_chr","system_upload_time","depth_diff"
"131","20251027-ES27c",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","3",NA,20,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"132","20251027-ES28a",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","1",NA,21,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"133","20251027-ES28b",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","2",NA,21,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"134","20251027-ES28c",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","3",NA,21,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"135","20251027-ES29a",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","1",NA,22,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"136","20251027-ES29b",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","2",NA,22,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"137","20251027-ES29c",NA,"10.27.2025",15:00:00,"stationary",NA,NA,"eDNA","water","ELKHORN SLOUGH","estuary","0","active","0.22","3",NA,22,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"138","20251027-ES-blank","MolGrad H20","10.27.2025",NA,NA,NA,NA,"blank","water","ELKHORN SLOUGH","estuary","0","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.8105,-121.7827,"0",0,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"139","20251027-Blank-f020","dry, torp","10.27.2025",NA,NA,NA,NA,"blank",NA,"ELKHORN SLOUGH",NA,"0",NA,"0.22","1",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","20252910-M1-BLANK","MolGrad H20","02.01.1900",NA,NA,NA,NA,"blank",NA,"M1","marine","0","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"141","20252910-M1-300m-1",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","300","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"300",300,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,300
"142","20252910-M1-300m-2",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","300","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"300",300,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,300
"143","20252910-M1-300m-3",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","300","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"300",300,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,300
"144","20252910-M1-150m-1",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","150","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"150",150,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,150
"145","20252910-M1-150m-2",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","150","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"150",150,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,150
"146","20252910-M1-150m-3",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","150","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"150",150,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,150
"147","20252910-M1-015m-1","Deep Chl max","10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","15","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"15",15,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,15
"148","20252910-M1-015m-2","Deep Chl max","10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","15","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"15",15,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,15
"149","20252910-M1-015m-3","Deep Chl max","10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","15","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"15",15,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,15
"150","20252910-M1-010M-1",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","10","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"10",10,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,10
"151","20252910-M1-010M-2",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","10","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"10",10,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,10
"152","20252910-M1-010M-3",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","M1","marine","10","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.7502,-122.0495,"10",10,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,10
"153","20252910-ML-M1-air-1","mainland to M1","10.28.2025",NA,"stationary","ML","M1","eDNA","air","M1","marine","0","passive","0.22","1",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"154","20252910-ML-M1-air-2","mainland to M1","10.28.2025",NA,"stationary","ML","M1","eDNA","air","M1","marine","0","passive","0.22","2",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"155","20252910-ML-M1-air-3","mainland to M1","10.28.2025",NA,"stationary","ML","M1","eDNA","air","M1","marine","0","passive","0.22","3",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"156","20252910-ML-M1-air-ctrl","mainland to M1","10.28.2025",NA,NA,NA,NA,"blank","air","M1","marine","0","passive","0.22","1",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"157","20252910-M1-air-st-A","deployed for 20 mins","10.28.2025",NA,"stationary","M1","M1","eDNA","air","M1","marine","0","passive","0.22","1",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"158","20252910-M1-air-st-B","deployed for 20 mins","10.28.2025",NA,"stationary","M1","M1","eDNA","air","M1","marine","0","passive","0.22","2",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"159","20252910-M1-air-st-C","deployed for 20 mins","10.28.2025",NA,"stationary","M1","M1","eDNA","air","M1","marine","0","passive","0.22","3",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"160","20252910-M1-torp-A","torp","10.28.2025",NA,"transition",NA,NA,"eDNA","water","M1","marine","0","passive","20","1",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",0,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,0
"161","20252910-M1-torp-B","torp","10.28.2025",NA,"transition",NA,NA,"eDNA","water","M1","marine","0","passive","20","2",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",0,"October",1.985,2,16.0932,16.0941,4.212201,4.204722,33.3334,33.2687,0.4872,0.039117,4.621,82.108,201.448,0,"SynchroOSW - Fall 2025 - m1.cnv",36.7501666666667,-122.0495,"Oct 28 2025 09:36:58",2025-10-28 09:36:58,0
"162","20252910-M1-torp-ctrl","torp","10.28.2025",NA,NA,NA,NA,"blank",NA,"M1",NA,"0","passive","20","1",NA,NA,"disk",4,"Fall2025",36.7502,-122.0495,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7501666666667,-122.0495,NA,NA,NA
"163","20252910-MARS-torp-A","torp","10.29.2025",NA,"transition",NA,NA,"eDNA","water","MARS","marine","0","passive","20","1","3",NA,"disk",4,"Fall2025",36.721,-122.1903,"0",0,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,0
"164","20252910-MARS-torp-B","torp","10.29.2025",NA,"transition",NA,NA,"eDNA","water","MARS","marine","0","passive","20","2","3",NA,"disk",4,"Fall2025",36.721,-122.1903,"0",0,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,0
"165","20252910-MARS-air-st-1",NA,"10.29.2025",NA,"stationary","MARS","MARS","eDNA","air","MARS","marine","0","passive","0.22","1",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"166","20252910-MARS-air-st-2",NA,"10.29.2025",NA,"stationary","MARS","MARS","eDNA","air","MARS","marine","0","passive","0.22","2",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"167","20252910-MARS-air-st-3",NA,"10.29.2025",NA,"stationary","MARS","MARS","eDNA","air","MARS","marine","0","passive","0.22","3",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"168","20252910-MARS-airBLANK",NA,"10.29.2025",NA,NA,NA,NA,"blank","air","MARS","marine","0","passive","0.22","3",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"169","20252910-ML-MARS-air-1","transit ML to MARS","10.29.2025",NA,"transition","ML","MARS","eDNA","air","MARS","marine","0","passive","0.22","1",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"170","20252910-ML-MARS-air-2","transit ML to MARS","10.29.2025",NA,"transition","ML","MARS","eDNA","air","MARS","marine","0","passive","0.22","2",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"171","20252910-ML-MARS-air-3","transit ML to MARS","10.29.2025",NA,"transition","ML","MARS","eDNA","air","MARS","marine","0","passive","0.22","3",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"172","20252910-MARS-M2-air-1-2","transit MARS to M1","10.29.2025",NA,"transition","MARS","M1","eDNA","air","MARS","marine","0","passive","0.22","2",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"173","20252910-MARS-M2-air-2","transit MARS to M1","10.29.2025",NA,"transition","MARS","M1","eDNA","air","MARS","marine","0","passive","0.22","2",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"174","20252910-MARS-M2-air-3","transit MARS to M1","10.29.2025",NA,"transition","MARS","M1","eDNA","air","MARS","marine","0","passive","0.22","3",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"175","20252910-MARS-M2-air-3","transit MARS to M1","10.29.2025",NA,"transition","MARS","M1","eDNA","air","MARS","marine","0","passive","0.22","3",NA,NA,"disk",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"176","MARS-BLANK","handwritten, MolGrad H20","10.29.2025",NA,NA,NA,NA,"blank",NA,"MARS","marine","0","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.721,-122.190333333333,NA,NA,NA
"177","20252910-MARS-300m-1",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","300","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"300",300,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,300
"178","20252910-MARS-300m-2",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","300","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"300",300,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,300
"179","20252910-MARS-300m-3",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","300","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"300",300,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,300
"180","20252910-MARS-150m-1",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","150","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"150",150,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,150
"181","20252910-MARS-150m-2",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","150","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"150",150,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,150
"182","20252910-MARS-150m-3",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","150","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"150",150,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,150
"183","20252910-MARS-020m-1","Deep Chl max","10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","20","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"20",20,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,20
"184","20252910-MARS-020m-2","Deep Chl max","10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","20","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"20",20,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,20
"185","20252910-MARS-020m-3","Deep Chl max","10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","20","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"20",20,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,20
"186","20252910-MARS-010m-1",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","10","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"10",10,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,10
"187","20252910-MARS-010m-2",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","10","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"10",10,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,10
"188","20252910-MARS-010m-3",NA,"10.29.2025",NA,"stationary",NA,NA,"eDNA","water","MARS","marine","10","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.721,-122.1903,"10",10,"October",1.985,2,16.1361,16.1369,4.22252,4.218972,33.3905,33.3588,0.4281,0.048783,5.1312,91.277,223.682,0,"SynchroOSW - Fall 2025 - mars.cnv",36.721,-122.190333333333,"Oct 29 2025 08:54:46",2025-10-29 08:54:46,10
"189","20252810-C1-Blnk","MolGrad H20","10.28.2025",NA,NA,NA,NA,"blank",NA,"C1","marine","0","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.8,-121.8562,"0",NA,"October",1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8006666666667,-121.856166666667,NA,NA,NA
"190","20252810-C1-150m-1",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","150","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.8,-121.8562,"150",150,"October",1.985,2,14.8633,14.8643,4.097813,4.093587,33.3603,33.3183,1.2207,0.24325,6.0423,104.794,263.336,0,"SynchroOSW - Fall 2025 - c1.cnv",36.8006666666667,-121.856166666667,"Oct 28 2025 12:59:01",2025-10-28 12:59:01,150
"191","20252810-C1-150m-2",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","150","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.8,-121.8562,"150",150,"October",1.985,2,14.8633,14.8643,4.097813,4.093587,33.3603,33.3183,1.2207,0.24325,6.0423,104.794,263.336,0,"SynchroOSW - Fall 2025 - c1.cnv",36.8006666666667,-121.856166666667,"Oct 28 2025 12:59:01",2025-10-28 12:59:01,150
"192","20252810-C1-150m-3",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","150","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.8,-121.8562,"150",150,"October",1.985,2,14.8633,14.8643,4.097813,4.093587,33.3603,33.3183,1.2207,0.24325,6.0423,104.794,263.336,0,"SynchroOSW - Fall 2025 - c1.cnv",36.8006666666667,-121.856166666667,"Oct 28 2025 12:59:01",2025-10-28 12:59:01,150
"193","20252810-C1-010m-1",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.8,-121.8562,"10",10,"October",1.985,2,14.8633,14.8643,4.097813,4.093587,33.3603,33.3183,1.2207,0.24325,6.0423,104.794,263.336,0,"SynchroOSW - Fall 2025 - c1.cnv",36.8006666666667,-121.856166666667,"Oct 28 2025 12:59:01",2025-10-28 12:59:01,10
"194","20252810-C1-010m-2",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","2",NA,NA,"Sterivex",4,"Fall2025",36.8,-121.8562,"10",10,"October",1.985,2,14.8633,14.8643,4.097813,4.093587,33.3603,33.3183,1.2207,0.24325,6.0423,104.794,263.336,0,"SynchroOSW - Fall 2025 - c1.cnv",36.8006666666667,-121.856166666667,"Oct 28 2025 12:59:01",2025-10-28 12:59:01,10
"195","20252810-C1-010m-3",NA,"10.28.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","3",NA,NA,"Sterivex",4,"Fall2025",36.8,-121.8562,"10",10,"October",1.985,2,14.8633,14.8643,4.097813,4.093587,33.3603,33.3183,1.2207,0.24325,6.0423,104.794,263.336,0,"SynchroOSW - Fall 2025 - c1.cnv",36.8006666666667,-121.856166666667,"Oct 28 2025 12:59:01",2025-10-28 12:59:01,10
"196","20252810-C1-010m-4","Deep Chl max","10.28.2025",NA,"stationary",NA,NA,"eDNA","water","C1","marine","10","active","0.22","1",NA,NA,"Sterivex",4,"Fall2025",36.8,-121.8562,"10",10,"October",1.985,2,14.8633,14.8643,4.097813,4.093587,33.3603,33.3183,1.2207,0.24325,6.0423,104.794,263.336,0,"SynchroOSW - Fall 2025 - c1.cnv",36.8006666666667,-121.856166666667,"Oct 28 2025 12:59:01",2025-10-28 12:59:01,10
